statement_id,account_id,statement_date,ending_balance,minimum_due,payment_due_date,delinquency_bucket,revolving_flag,utilization_rate,created_at
STMT_ACC_001063_202512,ACC_001063,2025-12-01,9425.50,86.62,2025-12-26,current,True,0.0882,2025-12-01
STMT_ACC_001063_202511,ACC_001063,2025-11-01,10993.94,75.76,2025-11-26,61-90,True,0.2253,2025-11-01
STMT_ACC_001063_202510,ACC_001063,2025-10-02,672.74,87.46,2025-10-27,61-90,False,0.4775,2025-10-02
STMT_ACC_001063_202509,ACC_001063,2025-09-02,3701.32,79.48,2025-09-27,1-30,True,0.1854,2025-09-02
STMT_ACC_001063_202508,ACC_001063,2025-08-03,4785.58,74.44,2025-08-28,1-30,True,0.6078,2025-08-03
STMT_ACC_001063_202507,ACC_001063,2025-07-04,4691.22,30.57,2025-07-29,61-90,True,0.1801,2025-07-04
STMT_ACC_001063_202506,ACC_001063,2025-06-04,10738.52,48.41,2025-06-29,91+,True,0.1222,2025-06-04
STMT_ACC_001063_202505,ACC_001063,2025-05-05,156.93,70.08,2025-05-30,91+,False,0.1016,2025-05-05
STMT_ACC_001063_202504,ACC_001063,2025-04-05,5803.08,68.78,2025-04-30,current,True,0.1546,2025-04-05
STMT_ACC_001063_202503,ACC_001063,2025-03-06,1146.17,25.89,2025-03-31,31-60,False,0.7012,2025-03-06
STMT_ACC_001063_202502,ACC_001063,2025-02-04,8889.69,78.87,2025-03-01,current,True,0.4438,2025-02-04
STMT_ACC_001063_202501,ACC_001063,2025-01-05,6136.24,46.74,2025-01-30,91+,True,0.6077,2025-01-05
STMT_ACC_001063_202412,ACC_001063,2024-12-06,3480.84,82.45,2024-12-31,61-90,True,0.5673,2024-12-06
STMT_ACC_001064_202603,ACC_001064,2026-03-01,713.38,86.38,2026-03-26,31-60,True,0.7534,2026-03-01
STMT_ACC_001064_202601,ACC_001064,2026-01-30,235.56,88.31,2026-02-24,current,False,0.5276,2026-01-30
STMT_ACC_001064_202512,ACC_001064,2025-12-31,687.08,69.53,2026-01-25,current,False,0.4661,2025-12-31
STMT_ACC_001064_202512,ACC_001064,2025-12-01,333.59,65.03,2025-12-26,current,False,0.6709,2025-12-01
STMT_ACC_001064_202511,ACC_001064,2025-11-01,796.48,30.36,2025-11-26,current,False,0.5168,2025-11-01
STMT_ACC_001064_202510,ACC_001064,2025-10-02,485.11,90.77,2025-10-27,31-60,True,0.1280,2025-10-02
STMT_ACC_001064_202509,ACC_001064,2025-09-02,664.54,90.41,2025-09-27,31-60,False,0.5986,2025-09-02
STMT_ACC_001064_202508,ACC_001064,2025-08-03,253.94,78.55,2025-08-28,current,False,0.7762,2025-08-03
STMT_ACC_001064_202507,ACC_001064,2025-07-04,58.72,46.43,2025-07-29,31-60,False,0.5676,2025-07-04
STMT_ACC_001064_202506,ACC_001064,2025-06-04,347.01,27.87,2025-06-29,current,True,0.5764,2025-06-04
STMT_ACC_001064_202505,ACC_001064,2025-05-05,265.45,93.90,2025-05-30,31-60,False,0.1888,2025-05-05
STMT_ACC_001064_202504,ACC_001064,2025-04-05,702.00,35.12,2025-04-30,current,False,0.0663,2025-04-05
STMT_ACC_001064_202503,ACC_001064,2025-03-06,743.91,76.29,2025-03-31,61-90,True,0.0692,2025-03-06
STMT_ACC_001064_202502,ACC_001064,2025-02-04,623.88,64.80,2025-03-01,current,True,0.2541,2025-02-04
STMT_ACC_001064_202501,ACC_001064,2025-01-05,358.41,41.59,2025-01-30,current,True,0.0221,2025-01-05
STMT_ACC_001064_202412,ACC_001064,2024-12-06,201.23,91.62,2024-12-31,1-30,False,0.0369,2024-12-06
STMT_ACC_001064_202411,ACC_001064,2024-11-06,699.56,41.07,2024-12-01,1-30,True,0.6089,2024-11-06
STMT_ACC_001064_202410,ACC_001064,2024-10-07,770.12,61.49,2024-11-01,61-90,True,0.1142,2024-10-07
STMT_ACC_001064_202409,ACC_001064,2024-09-07,640.59,82.64,2024-10-02,1-30,False,0.1599,2024-09-07
STMT_ACC_001064_202408,ACC_001064,2024-08-08,274.94,50.00,2024-09-02,current,True,0.0491,2024-08-08
STMT_ACC_001065_202603,ACC_001065,2026-03-01,311.36,62.05,2026-03-26,1-30,True,0.2497,2026-03-01
STMT_ACC_001065_202601,ACC_001065,2026-01-30,48.53,84.95,2026-02-24,current,False,0.0741,2026-01-30
STMT_ACC_001065_202512,ACC_001065,2025-12-31,80.46,81.63,2026-01-25,current,True,0.6836,2025-12-31
STMT_ACC_001065_202512,ACC_001065,2025-12-01,390.64,75.88,2025-12-26,91+,True,0.4620,2025-12-01
STMT_ACC_001065_202511,ACC_001065,2025-11-01,170.91,62.46,2025-11-26,61-90,False,0.6517,2025-11-01
STMT_ACC_001065_202510,ACC_001065,2025-10-02,183.18,56.40,2025-10-27,current,False,0.6046,2025-10-02
STMT_ACC_001065_202509,ACC_001065,2025-09-02,55.77,64.29,2025-09-27,31-60,False,0.6050,2025-09-02
STMT_ACC_001065_202508,ACC_001065,2025-08-03,372.10,52.07,2025-08-28,current,True,0.3586,2025-08-03
STMT_ACC_001065_202507,ACC_001065,2025-07-04,142.27,84.27,2025-07-29,91+,False,0.4349,2025-07-04
STMT_ACC_001065_202506,ACC_001065,2025-06-04,196.00,62.04,2025-06-29,1-30,False,0.2143,2025-06-04
STMT_ACC_001065_202505,ACC_001065,2025-05-05,299.21,26.25,2025-05-30,1-30,True,0.3213,2025-05-05
STMT_ACC_001065_202504,ACC_001065,2025-04-05,64.31,64.53,2025-04-30,1-30,False,0.0925,2025-04-05
STMT_ACC_001065_202503,ACC_001065,2025-03-06,89.29,79.08,2025-03-31,61-90,True,0.2793,2025-03-06
STMT_ACC_001065_202502,ACC_001065,2025-02-04,279.88,70.35,2025-03-01,91+,False,0.1270,2025-02-04
STMT_ACC_001065_202501,ACC_001065,2025-01-05,225.47,66.26,2025-01-30,current,True,0.0657,2025-01-05
STMT_ACC_001065_202412,ACC_001065,2024-12-06,37.66,99.95,2024-12-31,current,False,0.2680,2024-12-06
STMT_ACC_001065_202411,ACC_001065,2024-11-06,345.91,68.84,2024-12-01,31-60,False,0.2906,2024-11-06
STMT_ACC_001066_202603,ACC_001066,2026-03-01,3526.99,64.93,2026-03-26,31-60,True,0.6553,2026-03-01
STMT_ACC_001066_202601,ACC_001066,2026-01-30,3840.18,96.15,2026-02-24,current,True,0.7533,2026-01-30
STMT_ACC_001066_202512,ACC_001066,2025-12-31,2213.73,72.26,2026-01-25,91+,False,0.0218,2025-12-31
STMT_ACC_001066_202512,ACC_001066,2025-12-01,168.92,81.00,2025-12-26,31-60,False,0.3930,2025-12-01
STMT_ACC_001066_202511,ACC_001066,2025-11-01,1076.76,73.81,2025-11-26,1-30,True,0.2550,2025-11-01
STMT_ACC_001066_202510,ACC_001066,2025-10-02,2591.04,69.91,2025-10-27,current,True,0.5710,2025-10-02
STMT_ACC_001066_202509,ACC_001066,2025-09-02,1827.41,26.09,2025-09-27,61-90,False,0.1647,2025-09-02
STMT_ACC_001066_202508,ACC_001066,2025-08-03,1765.29,32.62,2025-08-28,31-60,False,0.7701,2025-08-03
STMT_ACC_001066_202507,ACC_001066,2025-07-04,1168.87,53.80,2025-07-29,31-60,True,0.4693,2025-07-04
STMT_ACC_001066_202506,ACC_001066,2025-06-04,2007.96,28.05,2025-06-29,31-60,True,0.5771,2025-06-04
STMT_ACC_001066_202505,ACC_001066,2025-05-05,1513.50,87.25,2025-05-30,61-90,True,0.5037,2025-05-05
STMT_ACC_001066_202504,ACC_001066,2025-04-05,725.32,77.37,2025-04-30,1-30,True,0.6152,2025-04-05
STMT_ACC_001066_202503,ACC_001066,2025-03-06,1838.34,88.80,2025-03-31,current,False,0.6775,2025-03-06
STMT_ACC_001066_202502,ACC_001066,2025-02-04,1528.57,62.71,2025-03-01,1-30,False,0.7319,2025-02-04
STMT_ACC_001066_202501,ACC_001066,2025-01-05,891.76,64.13,2025-01-30,91+,True,0.5075,2025-01-05
STMT_ACC_001066_202412,ACC_001066,2024-12-06,1312.51,70.86,2024-12-31,current,True,0.2294,2024-12-06
STMT_ACC_001067_202603,ACC_001067,2026-03-01,3390.55,66.16,2026-03-26,current,False,0.1577,2026-03-01
STMT_ACC_001067_202601,ACC_001067,2026-01-30,3054.52,60.91,2026-02-24,current,False,0.6439,2026-01-30
STMT_ACC_001067_202512,ACC_001067,2025-12-31,3681.74,27.22,2026-01-25,current,False,0.4438,2025-12-31
STMT_ACC_001067_202512,ACC_001067,2025-12-01,2001.06,27.85,2025-12-26,91+,True,0.2745,2025-12-01
STMT_ACC_001067_202511,ACC_001067,2025-11-01,2013.42,30.49,2025-11-26,1-30,False,0.6323,2025-11-01
STMT_ACC_001067_202510,ACC_001067,2025-10-02,1929.96,95.15,2025-10-27,current,True,0.5653,2025-10-02
STMT_ACC_001067_202509,ACC_001067,2025-09-02,647.74,52.93,2025-09-27,91+,False,0.3939,2025-09-02
STMT_ACC_001067_202508,ACC_001067,2025-08-03,1027.56,29.11,2025-08-28,current,False,0.7315,2025-08-03
STMT_ACC_001067_202507,ACC_001067,2025-07-04,322.56,88.39,2025-07-29,61-90,True,0.6732,2025-07-04
STMT_ACC_001067_202506,ACC_001067,2025-06-04,1717.07,47.08,2025-06-29,1-30,True,0.0630,2025-06-04
STMT_ACC_001067_202505,ACC_001067,2025-05-05,60.85,91.63,2025-05-30,current,True,0.1487,2025-05-05
STMT_ACC_001067_202504,ACC_001067,2025-04-05,326.46,77.39,2025-04-30,1-30,False,0.1650,2025-04-05
STMT_ACC_001067_202503,ACC_001067,2025-03-06,1298.10,31.94,2025-03-31,91+,True,0.6057,2025-03-06
STMT_ACC_001067_202502,ACC_001067,2025-02-04,3831.21,42.03,2025-03-01,91+,False,0.2376,2025-02-04
STMT_ACC_001067_202501,ACC_001067,2025-01-05,3251.94,95.34,2025-01-30,current,False,0.1257,2025-01-05
STMT_ACC_001067_202412,ACC_001067,2024-12-06,1744.59,72.13,2024-12-31,31-60,True,0.5937,2024-12-06
STMT_ACC_001067_202411,ACC_001067,2024-11-06,278.53,63.27,2024-12-01,61-90,True,0.7249,2024-11-06
STMT_ACC_001067_202410,ACC_001067,2024-10-07,3385.31,76.80,2024-11-01,91+,True,0.5488,2024-10-07
STMT_ACC_001067_202409,ACC_001067,2024-09-07,1770.20,93.61,2024-10-02,31-60,False,0.0855,2024-09-07
STMT_ACC_001067_202408,ACC_001067,2024-08-08,1319.44,65.06,2024-09-02,31-60,False,0.3751,2024-08-08
STMT_ACC_001067_202407,ACC_001067,2024-07-09,1052.58,40.97,2024-08-03,current,False,0.4784,2024-07-09
STMT_ACC_001067_202406,ACC_001067,2024-06-09,3925.38,98.97,2024-07-04,current,True,0.3567,2024-06-09
STMT_ACC_001067_202405,ACC_001067,2024-05-10,1295.34,52.24,2024-06-04,current,False,0.4404,2024-05-10
STMT_ACC_001067_202404,ACC_001067,2024-04-10,870.27,79.82,2024-05-05,1-30,True,0.3084,2024-04-10
STMT_ACC_001068_202603,ACC_001068,2026-03-01,7230.75,99.54,2026-03-26,current,False,0.2866,2026-03-01
STMT_ACC_001068_202601,ACC_001068,2026-01-30,10874.42,92.94,2026-02-24,current,True,0.5147,2026-01-30
STMT_ACC_001068_202512,ACC_001068,2025-12-31,5195.44,73.52,2026-01-25,1-30,False,0.0354,2025-12-31
STMT_ACC_001068_202512,ACC_001068,2025-12-01,240.40,41.87,2025-12-26,current,False,0.4804,2025-12-01
STMT_ACC_001068_202511,ACC_001068,2025-11-01,2629.21,63.85,2025-11-26,current,False,0.7605,2025-11-01
STMT_ACC_001068_202510,ACC_001068,2025-10-02,7455.64,60.58,2025-10-27,31-60,False,0.3925,2025-10-02
STMT_ACC_001068_202509,ACC_001068,2025-09-02,3551.13,79.84,2025-09-27,1-30,False,0.4082,2025-09-02
STMT_ACC_001068_202508,ACC_001068,2025-08-03,5276.80,57.41,2025-08-28,31-60,True,0.3159,2025-08-03
STMT_ACC_001068_202507,ACC_001068,2025-07-04,5722.73,58.45,2025-07-29,current,True,0.6579,2025-07-04
STMT_ACC_001068_202506,ACC_001068,2025-06-04,9819.72,41.87,2025-06-29,31-60,False,0.7394,2025-06-04
STMT_ACC_001068_202505,ACC_001068,2025-05-05,9569.41,97.23,2025-05-30,current,False,0.3488,2025-05-05
STMT_ACC_001068_202504,ACC_001068,2025-04-05,11721.48,70.52,2025-04-30,current,False,0.0472,2025-04-05
STMT_ACC_001068_202503,ACC_001068,2025-03-06,7505.02,76.58,2025-03-31,31-60,False,0.1729,2025-03-06
STMT_ACC_001068_202502,ACC_001068,2025-02-04,8458.92,99.89,2025-03-01,31-60,False,0.6576,2025-02-04
STMT_ACC_001069_202603,ACC_001069,2026-03-01,7799.20,26.10,2026-03-26,current,True,0.2939,2026-03-01
STMT_ACC_001069_202601,ACC_001069,2026-01-30,9398.67,34.04,2026-02-24,31-60,True,0.1166,2026-01-30
STMT_ACC_001069_202512,ACC_001069,2025-12-31,2536.74,95.04,2026-01-25,current,True,0.4400,2025-12-31
STMT_ACC_001069_202512,ACC_001069,2025-12-01,4217.88,34.20,2025-12-26,current,False,0.7321,2025-12-01
STMT_ACC_001069_202511,ACC_001069,2025-11-01,10346.54,25.47,2025-11-26,1-30,False,0.6181,2025-11-01
STMT_ACC_001069_202510,ACC_001069,2025-10-02,5880.11,29.28,2025-10-27,1-30,True,0.3569,2025-10-02
STMT_ACC_001069_202509,ACC_001069,2025-09-02,1421.36,37.89,2025-09-27,1-30,True,0.5126,2025-09-02
STMT_ACC_001069_202508,ACC_001069,2025-08-03,11488.96,26.64,2025-08-28,current,False,0.0595,2025-08-03
STMT_ACC_001069_202507,ACC_001069,2025-07-04,5837.73,30.07,2025-07-29,91+,True,0.3221,2025-07-04
STMT_ACC_001069_202506,ACC_001069,2025-06-04,11182.54,67.90,2025-06-29,current,False,0.4091,2025-06-04
STMT_ACC_001069_202505,ACC_001069,2025-05-05,7855.98,57.30,2025-05-30,current,False,0.4609,2025-05-05
STMT_ACC_001069_202504,ACC_001069,2025-04-05,7548.02,77.49,2025-04-30,91+,True,0.4337,2025-04-05
STMT_ACC_001069_202503,ACC_001069,2025-03-06,910.72,50.26,2025-03-31,current,True,0.1007,2025-03-06
STMT_ACC_001069_202502,ACC_001069,2025-02-04,6130.96,66.32,2025-03-01,91+,True,0.3524,2025-02-04
STMT_ACC_001069_202501,ACC_001069,2025-01-05,3091.36,60.53,2025-01-30,current,True,0.1654,2025-01-05
STMT_ACC_001069_202412,ACC_001069,2024-12-06,10390.25,62.58,2024-12-31,current,False,0.6555,2024-12-06
STMT_ACC_001069_202411,ACC_001069,2024-11-06,10533.90,83.25,2024-12-01,61-90,True,0.6034,2024-11-06
STMT_ACC_001069_202410,ACC_001069,2024-10-07,288.43,86.99,2024-11-01,current,True,0.3256,2024-10-07
STMT_ACC_001069_202409,ACC_001069,2024-09-07,4622.11,85.48,2024-10-02,current,False,0.7451,2024-09-07
STMT_ACC_001069_202408,ACC_001069,2024-08-08,8694.38,60.19,2024-09-02,61-90,False,0.4244,2024-08-08
STMT_ACC_001070_202603,ACC_001070,2026-03-01,1029.49,96.51,2026-03-26,current,False,0.4596,2026-03-01
STMT_ACC_001070_202601,ACC_001070,2026-01-30,12.39,98.30,2026-02-24,current,True,0.7502,2026-01-30
STMT_ACC_001070_202512,ACC_001070,2025-12-31,813.26,57.32,2026-01-25,31-60,False,0.2278,2025-12-31
STMT_ACC_001070_202512,ACC_001070,2025-12-01,35.83,28.43,2025-12-26,current,False,0.2931,2025-12-01
STMT_ACC_001070_202511,ACC_001070,2025-11-01,889.46,59.00,2025-11-26,current,False,0.0220,2025-11-01
STMT_ACC_001070_202510,ACC_001070,2025-10-02,1928.86,78.46,2025-10-27,1-30,False,0.4770,2025-10-02
STMT_ACC_001070_202509,ACC_001070,2025-09-02,1983.10,31.09,2025-09-27,1-30,True,0.4328,2025-09-02
STMT_ACC_001070_202508,ACC_001070,2025-08-03,1647.65,97.20,2025-08-28,31-60,True,0.5902,2025-08-03
STMT_ACC_001070_202507,ACC_001070,2025-07-04,793.43,64.92,2025-07-29,31-60,True,0.1507,2025-07-04
STMT_ACC_001070_202506,ACC_001070,2025-06-04,267.02,71.08,2025-06-29,91+,True,0.6022,2025-06-04
STMT_ACC_001070_202505,ACC_001070,2025-05-05,960.46,29.01,2025-05-30,61-90,True,0.6087,2025-05-05
STMT_ACC_001070_202504,ACC_001070,2025-04-05,1923.96,97.61,2025-04-30,1-30,False,0.1271,2025-04-05
STMT_ACC_001070_202503,ACC_001070,2025-03-06,934.79,50.62,2025-03-31,61-90,False,0.1588,2025-03-06
STMT_ACC_001070_202502,ACC_001070,2025-02-04,1371.04,90.16,2025-03-01,61-90,False,0.1518,2025-02-04
STMT_ACC_001070_202501,ACC_001070,2025-01-05,956.52,28.51,2025-01-30,1-30,True,0.6123,2025-01-05
STMT_ACC_001071_202603,ACC_001071,2026-03-01,17794.11,70.86,2026-03-26,current,False,0.5015,2026-03-01
STMT_ACC_001071_202601,ACC_001071,2026-01-30,18428.35,74.21,2026-02-24,current,False,0.0909,2026-01-30
STMT_ACC_001071_202512,ACC_001071,2025-12-31,7760.25,50.22,2026-01-25,31-60,False,0.0147,2025-12-31
STMT_ACC_001071_202512,ACC_001071,2025-12-01,16880.83,47.62,2025-12-26,61-90,True,0.5130,2025-12-01
STMT_ACC_001071_202511,ACC_001071,2025-11-01,11969.13,46.46,2025-11-26,current,False,0.5617,2025-11-01
STMT_ACC_001071_202510,ACC_001071,2025-10-02,13098.73,60.84,2025-10-27,31-60,True,0.7652,2025-10-02
STMT_ACC_001071_202509,ACC_001071,2025-09-02,9621.80,93.61,2025-09-27,31-60,False,0.2766,2025-09-02
STMT_ACC_001071_202508,ACC_001071,2025-08-03,8583.03,93.12,2025-08-28,1-30,False,0.0488,2025-08-03
STMT_ACC_001071_202507,ACC_001071,2025-07-04,17104.29,59.63,2025-07-29,current,False,0.1886,2025-07-04
STMT_ACC_001071_202506,ACC_001071,2025-06-04,17633.08,86.50,2025-06-29,1-30,True,0.5402,2025-06-04
STMT_ACC_001071_202505,ACC_001071,2025-05-05,15020.17,70.41,2025-05-30,current,True,0.7781,2025-05-05
STMT_ACC_001071_202504,ACC_001071,2025-04-05,9702.41,53.51,2025-04-30,31-60,True,0.1471,2025-04-05
STMT_ACC_001071_202503,ACC_001071,2025-03-06,17697.51,65.38,2025-03-31,91+,True,0.0443,2025-03-06
STMT_ACC_001072_202603,ACC_001072,2026-03-01,218.38,48.58,2026-03-26,31-60,False,0.5808,2026-03-01
STMT_ACC_001072_202601,ACC_001072,2026-01-30,232.08,76.42,2026-02-24,1-30,False,0.7351,2026-01-30
STMT_ACC_001072_202512,ACC_001072,2025-12-31,130.32,51.90,2026-01-25,current,True,0.7049,2025-12-31
STMT_ACC_001072_202512,ACC_001072,2025-12-01,278.45,63.28,2025-12-26,1-30,True,0.4518,2025-12-01
STMT_ACC_001072_202511,ACC_001072,2025-11-01,93.42,52.31,2025-11-26,31-60,False,0.4258,2025-11-01
STMT_ACC_001072_202510,ACC_001072,2025-10-02,142.00,60.31,2025-10-27,91+,False,0.5199,2025-10-02
STMT_ACC_001072_202509,ACC_001072,2025-09-02,120.68,86.09,2025-09-27,91+,False,0.0998,2025-09-02
STMT_ACC_001072_202508,ACC_001072,2025-08-03,160.84,63.01,2025-08-28,1-30,False,0.6644,2025-08-03
STMT_ACC_001072_202507,ACC_001072,2025-07-04,286.10,77.16,2025-07-29,current,True,0.3934,2025-07-04
STMT_ACC_001072_202506,ACC_001072,2025-06-04,379.23,29.90,2025-06-29,91+,True,0.4169,2025-06-04
STMT_ACC_001072_202505,ACC_001072,2025-05-05,139.16,43.93,2025-05-30,31-60,False,0.1710,2025-05-05
STMT_ACC_001072_202504,ACC_001072,2025-04-05,29.55,85.64,2025-04-30,1-30,False,0.5459,2025-04-05
STMT_ACC_001072_202503,ACC_001072,2025-03-06,326.51,47.39,2025-03-31,current,False,0.0760,2025-03-06
STMT_ACC_001072_202502,ACC_001072,2025-02-04,155.27,63.84,2025-03-01,1-30,True,0.3813,2025-02-04
STMT_ACC_001072_202501,ACC_001072,2025-01-05,10.94,49.09,2025-01-30,31-60,False,0.2568,2025-01-05
STMT_ACC_001072_202412,ACC_001072,2024-12-06,291.97,55.21,2024-12-31,current,False,0.0081,2024-12-06
STMT_ACC_001072_202411,ACC_001072,2024-11-06,326.19,62.56,2024-12-01,31-60,True,0.4229,2024-11-06
STMT_ACC_001072_202410,ACC_001072,2024-10-07,171.01,78.52,2024-11-01,31-60,False,0.3410,2024-10-07
STMT_ACC_001072_202409,ACC_001072,2024-09-07,163.98,35.15,2024-10-02,31-60,False,0.6382,2024-09-07
STMT_ACC_001072_202408,ACC_001072,2024-08-08,15.85,81.75,2024-09-02,1-30,False,0.4540,2024-08-08
STMT_ACC_001072_202407,ACC_001072,2024-07-09,24.45,88.66,2024-08-03,current,False,0.0639,2024-07-09
STMT_ACC_001072_202406,ACC_001072,2024-06-09,164.58,30.10,2024-07-04,61-90,True,0.1344,2024-06-09
STMT_ACC_001073_202603,ACC_001073,2026-03-01,765.43,43.90,2026-03-26,current,False,0.6572,2026-03-01
STMT_ACC_001073_202601,ACC_001073,2026-01-30,1077.89,77.28,2026-02-24,31-60,False,0.1012,2026-01-30
STMT_ACC_001073_202512,ACC_001073,2025-12-31,1932.20,33.46,2026-01-25,61-90,False,0.2559,2025-12-31
STMT_ACC_001073_202512,ACC_001073,2025-12-01,886.65,41.19,2025-12-26,91+,True,0.4096,2025-12-01
STMT_ACC_001073_202511,ACC_001073,2025-11-01,528.93,61.16,2025-11-26,91+,False,0.1253,2025-11-01
STMT_ACC_001073_202510,ACC_001073,2025-10-02,311.93,71.21,2025-10-27,1-30,False,0.2716,2025-10-02
STMT_ACC_001073_202509,ACC_001073,2025-09-02,132.32,68.29,2025-09-27,current,True,0.6388,2025-09-02
STMT_ACC_001073_202508,ACC_001073,2025-08-03,1846.06,87.41,2025-08-28,current,True,0.2237,2025-08-03
STMT_ACC_001073_202507,ACC_001073,2025-07-04,1714.21,91.66,2025-07-29,61-90,False,0.2020,2025-07-04
STMT_ACC_001073_202506,ACC_001073,2025-06-04,1285.60,50.27,2025-06-29,current,False,0.4003,2025-06-04
STMT_ACC_001073_202505,ACC_001073,2025-05-05,246.76,50.69,2025-05-30,current,True,0.5273,2025-05-05
STMT_ACC_001073_202504,ACC_001073,2025-04-05,1034.97,28.35,2025-04-30,91+,True,0.2175,2025-04-05
STMT_ACC_001073_202503,ACC_001073,2025-03-06,1261.93,26.83,2025-03-31,current,True,0.0285,2025-03-06
STMT_ACC_001073_202502,ACC_001073,2025-02-04,1159.49,69.33,2025-03-01,61-90,True,0.2580,2025-02-04
STMT_ACC_001073_202501,ACC_001073,2025-01-05,539.21,51.24,2025-01-30,1-30,False,0.0745,2025-01-05
STMT_ACC_001073_202412,ACC_001073,2024-12-06,1414.81,80.50,2024-12-31,61-90,False,0.0541,2024-12-06
STMT_ACC_001073_202411,ACC_001073,2024-11-06,1239.65,83.81,2024-12-01,31-60,True,0.1637,2024-11-06
STMT_ACC_001073_202410,ACC_001073,2024-10-07,791.32,98.63,2024-11-01,current,True,0.4775,2024-10-07
STMT_ACC_001073_202409,ACC_001073,2024-09-07,521.11,88.33,2024-10-02,1-30,True,0.0130,2024-09-07
STMT_ACC_001073_202408,ACC_001073,2024-08-08,292.22,75.52,2024-09-02,31-60,True,0.3884,2024-08-08
STMT_ACC_001073_202407,ACC_001073,2024-07-09,1231.29,27.07,2024-08-03,current,True,0.7473,2024-07-09
STMT_ACC_001073_202406,ACC_001073,2024-06-09,594.69,59.42,2024-07-04,31-60,False,0.3741,2024-06-09
STMT_ACC_001074_202603,ACC_001074,2026-03-01,41.28,79.42,2026-03-26,current,False,0.6281,2026-03-01
STMT_ACC_001074_202601,ACC_001074,2026-01-30,332.40,36.08,2026-02-24,91+,False,0.0661,2026-01-30
STMT_ACC_001074_202512,ACC_001074,2025-12-31,258.13,28.50,2026-01-25,31-60,False,0.0845,2025-12-31
STMT_ACC_001074_202512,ACC_001074,2025-12-01,11.97,46.86,2025-12-26,current,False,0.1040,2025-12-01
STMT_ACC_001074_202511,ACC_001074,2025-11-01,331.92,39.45,2025-11-26,91+,True,0.3095,2025-11-01
STMT_ACC_001074_202510,ACC_001074,2025-10-02,205.86,38.79,2025-10-27,61-90,False,0.7183,2025-10-02
STMT_ACC_001074_202509,ACC_001074,2025-09-02,201.50,26.14,2025-09-27,31-60,False,0.1612,2025-09-02
STMT_ACC_001074_202508,ACC_001074,2025-08-03,394.74,89.00,2025-08-28,current,True,0.5604,2025-08-03
STMT_ACC_001074_202507,ACC_001074,2025-07-04,132.84,37.86,2025-07-29,1-30,False,0.4155,2025-07-04
STMT_ACC_001074_202506,ACC_001074,2025-06-04,68.41,36.29,2025-06-29,31-60,True,0.4558,2025-06-04
STMT_ACC_001074_202505,ACC_001074,2025-05-05,338.58,73.83,2025-05-30,91+,True,0.2860,2025-05-05
STMT_ACC_001074_202504,ACC_001074,2025-04-05,197.16,36.01,2025-04-30,current,True,0.3082,2025-04-05
STMT_ACC_001074_202503,ACC_001074,2025-03-06,176.61,88.08,2025-03-31,1-30,False,0.7849,2025-03-06
STMT_ACC_001074_202502,ACC_001074,2025-02-04,173.18,65.92,2025-03-01,current,False,0.5527,2025-02-04
STMT_ACC_001074_202501,ACC_001074,2025-01-05,190.72,96.81,2025-01-30,31-60,False,0.1435,2025-01-05
STMT_ACC_001074_202412,ACC_001074,2024-12-06,253.78,80.03,2024-12-31,current,False,0.3853,2024-12-06
STMT_ACC_001074_202411,ACC_001074,2024-11-06,185.98,81.82,2024-12-01,31-60,False,0.3301,2024-11-06
STMT_ACC_001074_202410,ACC_001074,2024-10-07,87.02,50.45,2024-11-01,91+,False,0.1204,2024-10-07
STMT_ACC_001075_202603,ACC_001075,2026-03-01,3059.21,58.37,2026-03-26,31-60,True,0.2252,2026-03-01
STMT_ACC_001075_202601,ACC_001075,2026-01-30,2952.84,52.08,2026-02-24,current,False,0.5737,2026-01-30
STMT_ACC_001075_202512,ACC_001075,2025-12-31,2514.99,63.10,2026-01-25,91+,True,0.7921,2025-12-31
STMT_ACC_001075_202512,ACC_001075,2025-12-01,3061.67,26.66,2025-12-26,31-60,False,0.5240,2025-12-01
STMT_ACC_001075_202511,ACC_001075,2025-11-01,3162.90,51.17,2025-11-26,91+,False,0.6105,2025-11-01
STMT_ACC_001075_202510,ACC_001075,2025-10-02,1353.17,31.55,2025-10-27,91+,False,0.4369,2025-10-02
STMT_ACC_001075_202509,ACC_001075,2025-09-02,2772.26,70.25,2025-09-27,61-90,False,0.1582,2025-09-02
STMT_ACC_001075_202508,ACC_001075,2025-08-03,2333.09,70.42,2025-08-28,31-60,True,0.1649,2025-08-03
STMT_ACC_001075_202507,ACC_001075,2025-07-04,2267.37,50.20,2025-07-29,61-90,False,0.3091,2025-07-04
STMT_ACC_001075_202506,ACC_001075,2025-06-04,635.73,81.16,2025-06-29,1-30,False,0.0262,2025-06-04
STMT_ACC_001075_202505,ACC_001075,2025-05-05,2925.03,27.40,2025-05-30,61-90,False,0.4445,2025-05-05
STMT_ACC_001075_202504,ACC_001075,2025-04-05,3063.03,43.14,2025-04-30,current,False,0.6319,2025-04-05
STMT_ACC_001075_202503,ACC_001075,2025-03-06,1815.35,62.23,2025-03-31,current,False,0.5359,2025-03-06
STMT_ACC_001075_202502,ACC_001075,2025-02-04,1040.30,62.88,2025-03-01,31-60,True,0.5928,2025-02-04
STMT_ACC_001075_202501,ACC_001075,2025-01-05,3789.28,80.08,2025-01-30,61-90,True,0.7250,2025-01-05
